id|rightsId|version
0100000000010000|01000000000100000000000000000003|0
0100000000010800|00000000000000000000000000000000|262144
010000000E5EE000|00000000000000000000000000000000|
010000000EEF0000|00000000000000000000000000000000|0
010000000EEF0800|00000000000000000000000000000000|65536
010000001260E000|00000000000000000000000000000000|0
010000100C4B8000|00000000000000000000000000000000|0
010000100C4B8800|00000000000000000000000000000000|196608
010000100FB62000|00000000000000000000000000000000|0
010000100FB62800|00000000000000000000000000000000|65536
010000300B4EE000|010000300B4EE0000000000000000005|0
010000300C79C000|010000300C79C0000000000000000005|0
010000300C79C800|00000000000000000000000000000000|458752
010000300C79D001|00000000000000000000000000000000|0
010000301025A000|00000000000000000000000000000000|0
01000030146BE000|00000000000000000000000000000000|0
01000030146BE800|00000000000000000000000000000000|65536
01000030151B0000|00000000000000000000000000000000|0
01000040098E4000|01000040098E40000000000000000004|0
01000040098E4800|00000000000000000000000000000000|
010000400F582000|00000000000000000000000000000000|0
010000400F582800|00000000000000000000000000000000|65536
010000400F583001|00000000000000000000000000000000|0
010000400F583002|00000000000000000000000000000000|0
010000401313A000|00000000000000000000000000000000|0
010000401313A800|00000000000000000000000000000000|262144
0100005006BA4000|0100005006BA40000000000000000006|0
010000500B9F4000|00000000000000000000000000000000|0
010000500B9F4800|00000000000000000000000000000000|65536
010000500DB50000|00000000000000000000000000000000|0
010000500DB50800|00000000000000000000000000000000|262144
01000060085D2000|01000060085D20000000000000000003|0
01000060085D2800|00000000000000000000000000000000|131072
010000600CD54000|010000600CD540000000000000000005|0
010000600CD54800|00000000000000000000000000000000|131072
010000600EC82000|00000000000000000000000000000000|
010000600EC82800|00000000000000000000000000000000|327680
0100006013A4A000|00000000000000000000000000000000|0
010000700A572000|010000700A5720000000000000000004|0
010000700A572800|00000000000000000000000000000000|65536
010000700F292000|00000000000000000000000000000000|0
0100008011882000|00000000000000000000000000000000|0
0100008011882800|00000000000000000000000000000000|524288
0100008013FF4000|00000000000000000000000000000000|0
0100009013566000|00000000000000000000000000000000|0
0100009013566800|00000000000000000000000000000000|65536
010000A00218E000|00000000000000000000000000000000|
010000A00218E800|00000000000000000000000000000000|
010000A00CA78000|010000A00CA780000000000000000005|0
010000A00CA78800|00000000000000000000000000000000|65536
010000A014E5A000|00000000000000000000000000000000|0
010000B00D800000|00000000000000000000000000000000|0
010000B00D800800|00000000000000000000000000000000|327680
010000C010E76000|00000000000000000000000000000000|0
010000C010E76800|00000000000000000000000000000000|131072
010000C010E77001|00000000000000000000000000000000|65536
010000D00F81A000|00000000000000000000000000000000|0
010000E004DAE000|010000E004DAE0000000000000000004|0
010000E004DAE800|00000000000000000000000000000000|393216
010000E00E612000|00000000000000000000000000000000|0
010000E00E612800|00000000000000000000000000000000|196608
010000E011176000|00000000000000000000000000000000|0
010000E011176800|00000000000000000000000000000000|65536
010000E0145BA000|00000000000000000000000000000000|0
010000E0145BA800|00000000000000000000000000000000|65536
010000F00BF68000|010000F00BF680000000000000000005|0
010000F013E10000|00000000000000000000000000000000|0
010001000F2E8000|00000000000000000000000000000000|0
0100011005D92000|0100011005D920000000000000000003|0
0100011005D92800|00000000000000000000000000000000|196608
0100011005D9306A|00000000000000000000000000000000|131072
010001100E708000|00000000000000000000000000000000|0
010001100E820000|00000000000000000000000000000000|
0100011012A70000|00000000000000000000000000000000|0
010001300CC4A000|010001300CC4A0000000000000000007|0
010001300CC4A800|00000000000000000000000000000000|327680
010001300D14A000|00000000000000000000000000000000|0
010001300D14A800|00000000000000000000000000000000|196608
0100013010456000|00000000000000000000000000000000|0
0100013010456800|00000000000000000000000000000000|131072
01000130120EE000|00000000000000000000000000000000|0
01000130120EF001|00000000000000000000000000000000|0
0100013012E4E000|00000000000000000000000000000000|0
0100013013F30000|00000000000000000000000000000000|0
0100013013F30800|00000000000000000000000000000000|131072
010001400E474000|00000000000000000000000000000000|0
010001400E474800|00000000000000000000000000000000|65536
0100016007154000|01000160071540000000000000000003|0
0100016007154800|00000000000000000000000000000000|131072
0100016007155001|01000160071550010000000000000003|0
0100016007155002|01000160071550020000000000000003|0
0100016007155003|01000160071550030000000000000003|0
0100016007155004|01000160071550040000000000000003|0
0100016007155005|01000160071550050000000000000003|0
010001600C962000|010001600C9620000000000000000007|0
010001600C962800|00000000000000000000000000000000|262144
010001600D1E8000|00000000000000000000000000000000|0
0100016011A1A000|00000000000000000000000000000000|0
01000160127EC000|00000000000000000000000000000000|0
01000160127EC800|00000000000000000000000000000000|65536
0100016012D38000|00000000000000000000000000000000|0
0100016012D38800|00000000000000000000000000000000|65536
010001601590E000|00000000000000000000000000000000|0
0100017007980000|01000170079800000000000000000004|0
0100017007980800|00000000000000000000000000000000|
01000170143D6000|00000000000000000000000000000000|0
01000170143D6800|00000000000000000000000000000000|65536
010001800DBA6000|00000000000000000000000000000000|0
0100018013124000|00000000000000000000000000000000|0
0100018013124800|00000000000000000000000000000000|131072
0100019006F4E000|0100019006F4E0000000000000000005|0
0100019006F4E800|00000000000000000000000000000000|131072
010001900BDCA000|010001900BDCA0000000000000000005|0
010001A00A1F6000|010001A00A1F60000000000000000005|0
